date,iso_code,monthly_new_cases,monthly_total_cases
2020-06-01,LCA,79,29882
2020-07-01,LCA,122,30004
2020-07-01,SPM,1,1
2020-08-01,SPM,0,1
2020-09-01,SPM,0,1
2020-10-01,SPM,3,4
2020-11-01,SPM,1,5
2020-12-01,SPM,7,12
2021-01-01,SPM,4,16
2021-02-01,SPM,0,16
2021-03-01,SPM,1,16
2021-04-01,SPM,1,16
2021-05-01,SPM,8,24
2021-06-01,SPM,0,24
2021-07-01,SPM,1,25
2021-08-01,SPM,0,25
2021-09-01,SPM,1,26
2021-10-01,SPM,2,28
2021-11-01,SPM,2,30
2021-12-01,SPM,1,31
2022-01-01,SPM,1,32
2022-02-01,SPM,22,54
2022-03-01,SPM,42,96
2022-04-01,SPM,457,553
2022-05-01,SPM,510,1063
2022-06-01,SPM,718,1781
2022-07-01,SPM,860,2641
2022-08-01,SPM,107,2748
2022-09-01,SPM,19,2767
2022-10-01,SPM,259,3026
2022-11-01,SPM,105,3131
2022-12-01,SPM,57,3188
2023-01-01,SPM,43,3231
2023-02-01,SPM,17,3248
2023-03-01,SPM,0,3248
2019-12-01,SPM,0,3248
2020-01-01,SPM,101,3349
2020-02-01,SPM,62,3411
2020-03-01,SPM,41,3452
2020-04-01,SPM,0,3452
2020-04-01,VCT,7,7
2020-05-01,VCT,10,17
2020-06-01,VCT,10,27
2020-07-01,VCT,2,29
2020-08-01,VCT,28,57
2020-09-01,VCT,4,61
2020-10-01,VCT,3,64
2020-11-01,VCT,12,76
2020-12-01,VCT,11,87
2021-01-01,VCT,162,249
2021-02-01,VCT,1020,1269
2021-03-01,VCT,394,1663
2021-04-01,VCT,95,1758
2021-05-01,VCT,154,1912
2021-06-01,VCT,164,2076
2021-07-01,VCT,157,2233
2021-08-01,VCT,66,2299
2021-09-01,VCT,72,2371
2021-10-01,VCT,1725,4096
2021-11-01,VCT,996,5092
2021-12-01,VCT,531,5623
2022-01-01,VCT,624,6247
2022-02-01,VCT,3332,9447
2022-03-01,VCT,281,8316
2022-04-01,VCT,19,8335
2022-05-01,VCT,104,8439
2022-06-01,VCT,323,8762
2022-07-01,VCT,321,9083
2022-08-01,VCT,307,9390
2022-09-01,VCT,40,9430
2022-10-01,VCT,18,9448
2022-11-01,VCT,11,9459
2022-12-01,VCT,15,9474
2023-01-01,VCT,78,9552
2023-02-01,VCT,33,9585
2023-03-01,VCT,2,9587
2019-12-01,VCT,0,9587
2020-01-01,VCT,2,9589
2020-01-01,WSM,1,1
2020-02-01,WSM,1,2
2020-03-01,WSM,0,2
2020-04-01,WSM,1,3
2020-05-01,WSM,0,3
2020-06-01,WSM,0,3
2020-07-01,WSM,0,3
2020-08-01,WSM,0,3
2020-09-01,WSM,0,3
2020-10-01,WSM,0,3
2020-11-01,WSM,0,3
2020-12-01,WSM,0,3
2021-01-01,WSM,0,3
2021-02-01,WSM,0,3
2021-03-01,WSM,17,20
2021-04-01,WSM,13,33
2021-05-01,WSM,1072,1105
2021-06-01,WSM,6080,7185
2021-07-01,WSM,5197,12382
2021-08-01,WSM,2461,14843
2021-09-01,WSM,475,15318
2021-10-01,WSM,449,15767
2021-11-01,WSM,158,15925
2021-12-01,WSM,21,15946
2022-01-01,WSM,21,15967
2022-02-01,WSM,15,15982
2022-03-01,WSM,40,16022
2022-04-01,WSM,572,16594
2022-05-01,WSM,13,16607
2022-05-01,SMR,175,175
2022-06-01,SMR,280,455
2022-07-01,SMR,217,672
2022-08-01,SMR,41,713
2022-09-01,SMR,3,716
2022-10-01,SMR,10,726
2022-11-01,SMR,16,742
2022-12-01,SMR,42,784
2023-01-01,SMR,643,1427
2023-02-01,SMR,680,2107
2023-03-01,SMR,69,2176
2019-12-01,SMR,55,2231
2020-01-01,SMR,602,2833
2020-02-01,SMR,587,3420
2020-03-01,SMR,1127,4547
2020-04-01,SMR,500,5047
2020-05-01,SMR,43,5090
2020-06-01,SMR,1,5091
2020-07-01,SMR,16,5107
2020-08-01,SMR,207,5314
2020-09-01,SMR,113,5427
2020-10-01,SMR,70,5497
2020-11-01,SMR,433,5930
2020-12-01,SMR,1596,7526
2021-01-01,SMR,4936,12462
2021-02-01,SMR,1848,14310
2021-03-01,SMR,815,15125
2021-04-01,SMR,1061,16186
2021-05-01,SMR,897,17083
2021-06-01,SMR,636,17719
2021-07-01,SMR,1813,19532
2021-08-01,SMR,791,20323
2021-09-01,SMR,323,20646
2021-10-01,SMR,938,21584
2021-11-01,SMR,507,22091
2021-12-01,SMR,722,22813
2022-01-01,SMR,590,23403
2022-02-01,SMR,133,23536
2022-03-01,SMR,47,23583
2022-03-01,STP,4,4
2022-04-01,STP,247,251
2022-05-01,STP,462,713
2022-06-01,STP,149,862
2022-07-01,STP,33,895
2022-08-01,STP,16,911
2022-09-01,STP,29,940
2022-10-01,STP,49,989
2022-11-01,STP,25,1014
2022-12-01,STP,174,1188
2023-01-01,STP,598,1786
2023-02-01,STP,424,2210
2023-03-01,STP,11,2221
2019-12-01,STP,11,2232
2020-01-01,STP,69,2301
2020-02-01,STP,37,2338
2020-03-01,STP,31,2369
2020-04-01,STP,63,2432
2020-05-01,STP,202,2634
2020-06-01,STP,825,3459
2020-07-01,STP,246,3705
2020-08-01,STP,27,3732
2020-09-01,STP,145,3877
2020-10-01,STP,1990,5867
2020-11-01,STP,67,5934
2020-12-01,STP,14,5945
2021-01-01,STP,19,5964
2021-02-01,STP,27,5991
2021-03-01,STP,52,6043
2021-04-01,STP,57,6100
2021-05-01,STP,53,6153
2021-06-01,STP,77,6230
2021-07-01,STP,36,6266
2021-08-01,STP,12,6278
2021-09-01,STP,1,6279
2021-10-01,STP,1,6280
2021-11-01,STP,1,6281
2021-12-01,STP,0,6281
2021-12-01,SAU,1104,1104
2022-01-01,SAU,22993,24097
2022-02-01,SAU,57669,81766
2022-03-01,SAU,92811,174577
2022-04-01,SAU,88195,262772
2022-05-01,SAU,50152,312924
2022-06-01,SAU,19405,332329
2022-07-01,SAU,14551,346880
2022-08-01,SAU,9811,356691
2022-09-01,SAU,5212,361903
2022-10-01,SAU,5640,367543
2022-11-01,SAU,9180,376723
2022-12-01,SAU,10569,387292
2023-01-01,SAU,30071,417363
2023-02-01,SAU,29815,447178
2023-03-01,SAU,5778,452956
2019-12-01,SAU,2462,455418
2020-01-01,SAU,35046,490464
2020-02-01,SAU,31644,522108
2020-03-01,SAU,21210,543318
2020-04-01,SAU,3816,547134
2020-05-01,SAU,1714,548848
2020-06-01,SAU,1000,549848
2020-07-01,SAU,6388,556236
2020-08-01,SAU,146388,702624
2020-09-01,SAU,44212,746836
2020-10-01,SAU,4074,750910
2020-11-01,SAU,3932,754842
2020-12-01,SAU,15243,770085
2021-01-01,SAU,29350,799435
2021-02-01,SAU,11325,810760
2021-03-01,SAU,2856,813616
2021-04-01,SAU,2882,816498
2021-05-01,SAU,6890,823388
2021-06-01,SAU,2293,825681
2021-07-01,SAU,1303,826984
2021-08-01,SAU,1122,828106
2021-09-01,SAU,1518,829624
2021-10-01,SAU,106,829730
2021-10-01,SEN,190,190
2021-11-01,SEN,692,882
2021-12-01,SEN,2371,3253
2022-01-01,SEN,3672,6925
2022-02-01,SEN,3036,9961
2022-03-01,SEN,3225,13186
2022-04-01,SEN,1609,14795
2022-05-01,SEN,787,15582
2022-06-01,SEN,345,15927
2022-07-01,SEN,3018,18945
2022-08-01,SEN,6462,25407
2022-09-01,SEN,8046,33453
2022-10-01,SEN,5252,38705
2022-11-01,SEN,1544,40249
2022-12-01,SEN,932,41181
2023-01-01,SEN,1947,43128
2023-02-01,SEN,16158,59286
2023-03-01,SEN,3004,62290
2019-12-01,SEN,1230,63520
2020-01-01,SEN,9233,72753
2020-02-01,SEN,994,73747
2020-03-01,SEN,173,73920
2020-04-01,SEN,67,73987
2020-05-01,SEN,1972,75959
2020-06-01,SEN,9040,84999
2020-07-01,SEN,694,85693
2020-08-01,SEN,227,85920
2020-09-01,SEN,85,86005
2020-10-01,SEN,104,86109
2020-11-01,SEN,273,86382
2020-12-01,SEN,1041,87423
2021-01-01,SEN,709,88132
2021-02-01,SEN,276,88408
2021-03-01,SEN,271,88679
2021-04-01,SEN,180,88859
2021-05-01,SEN,41,88900
2021-06-01,SEN,2,88902
2021-07-01,SEN,15,88917
2021-08-01,SEN,4,88921
2021-08-01,SRB,21690,2013983
2021-09-01,SRB,14173,2021264
2021-10-01,SRB,50600,2067840
2021-11-01,SRB,159614,2225382
2021-12-01,SRB,108408,2324719
2022-01-01,SRB,76682,2392745
2022-02-01,SRB,24758,2415439
2022-03-01,SRB,29759,2440825
2022-04-01,SRB,90668,2456293
2022-05-01,SRB,238825,2482090
2022-06-01,SRB,76467,2495808
2022-07-01,SRB,70808,449901
2022-08-01,SRB,121994,571895
2022-09-01,SRB,101625,673520
2022-10-01,SRB,37922,711442
2022-11-01,SRB,4654,716096
2022-12-01,SRB,3366,719462
2023-01-01,SRB,31685,751147
2023-02-01,SRB,141876,893023
2023-03-01,SRB,18043,911066
2021-01-01,SRB,159639,1070705
2021-02-01,SRB,151318,1222023
2021-03-01,SRB,56097,1278120
2021-04-01,SRB,107994,1386114
2021-05-01,SRB,475299,1861413
2021-06-01,SRB,86178,1947591
2021-07-01,SRB,45086,1992677
2022-06-01,SYC,297,50355
2022-07-01,SYC,314,50665
2022-08-01,SYC,0,50665
2022-09-01,SYC,0,50665
2022-10-01,SYC,104,114
2022-11-01,SYC,17,131
2022-12-01,SYC,0,131
2020-03-01,SYC,11,142
2020-04-01,SYC,10,152
2020-05-01,SYC,29,181
2020-06-01,SYC,86,267
2020-07-01,SYC,864,1130
2020-08-01,SYC,1719,2849
2020-09-01,SYC,1381,4230
2020-10-01,SYC,1608,5838
2020-11-01,SYC,6197,12035
2020-12-01,SYC,3822,15857
2021-01-01,SYC,2760,18617
2021-02-01,SYC,1613,20230
2021-03-01,SYC,1277,21507
2021-04-01,SYC,736,22243
2021-05-01,SYC,1356,23599
2021-06-01,SYC,1189,24788
2021-07-01,SYC,11771,36559
2021-08-01,SYC,2868,39427
2021-09-01,SYC,994,40421
2021-10-01,SYC,2420,42841
2021-11-01,SYC,1304,44145
2021-12-01,SYC,702,44847
2022-01-01,SYC,693,45540
2022-02-01,SYC,541,46081
2022-03-01,SYC,1060,47141
2022-04-01,SYC,1894,49035
2022-05-01,SYC,1033,50068
2022-09-01,SLE,93,93
2022-10-01,SLE,768,861
2022-11-01,SLE,566,1427
2022-12-01,SLE,356,1783
2023-01-01,SLE,239,2022
2023-02-01,SLE,177,2199
2019-12-01,SLE,16,2215
2020-01-01,SLE,131,2346
2020-02-01,SLE,59,2405
2020-03-01,SLE,155,2560
2020-04-01,SLE,579,3139
2020-05-01,SLE,748,3887
2020-06-01,SLE,83,3970
2020-07-01,SLE,74,4044
2020-08-01,SLE,103,4147
2020-09-01,SLE,1234,5381
2020-10-01,SLE,847,6228
2020-11-01,SLE,135,6363
2020-12-01,SLE,30,6393
2021-01-01,SLE,4,6397
2021-02-01,SLE,4,6401
2021-03-01,SLE,343,6744
2021-04-01,SLE,846,7590
2021-05-01,SLE,75,7665
2021-06-01,SLE,9,7674
2021-07-01,SLE,7,7681
2021-08-01,SLE,1,7682
2021-09-01,SLE,12,7694
2021-10-01,SLE,40,7734
2021-11-01,SLE,13,7747
2021-12-01,SLE,4,7751
2022-01-01,SLE,3,7754
2022-02-01,SLE,4,7758
2022-03-01,SLE,2,7760
2022-04-01,SLE,0,7760
2022-05-01,SLE,0,7760
2022-06-01,SLE,0,7760
2022-06-01,SGP,58,58
2022-07-01,SGP,287,345
2022-08-01,SGP,4082,4427
2022-09-01,SGP,21671,26098
2022-10-01,SGP,15375,41473
2022-11-01,SGP,5653,47126
2022-12-01,SGP,8371,55497
2023-01-01,SGP,2035,57532
2023-02-01,SGP,360,57892
2023-03-01,SGP,19,57911
2019-12-01,SGP,10,57921
2020-01-01,SGP,209,58130
2020-02-01,SGP,211,58341
2020-03-01,SGP,816,59157
2020-04-01,SGP,653,59810
2020-05-01,SGP,411,60221
2020-06-01,SGP,644,60865
2020-07-01,SGP,786,61651
2020-08-01,SGP,797,62448
2020-09-01,SGP,992,63440
2020-10-01,SGP,2841,66281
2020-11-01,SGP,13618,79899
2020-12-01,SGP,74826,154725
2021-01-01,SGP,100706,255431
2021-02-01,SGP,20954,276385
2021-03-01,SGP,18077,294462
2021-04-01,SGP,203535,497997
2021-05-01,SGP,537724,1035721
2021-06-01,SGP,131777,1167498
2021-07-01,SGP,80173,1247671
2021-08-01,SGP,130419,1378090
2021-09-01,SGP,237977,1616067
2021-10-01,SGP,206120,1822187
2021-11-01,SGP,57619,1879806
2021-12-01,SGP,149389,2029195
2022-01-01,SGP,127826,2157021
2022-02-01,SGP,34576,2191597
2022-03-01,SGP,21087,2212684
2022-04-01,SGP,9322,2222006
2022-05-01,SGP,8862,2230868
2022-05-01,SXM,,
2022-06-01,SXM,,
2022-07-01,SXM,,
2022-08-01,SXM,,
2022-09-01,SXM,,
2022-10-01,SXM,,
2022-11-01,SXM,,
2022-12-01,SXM,,
2023-01-01,SXM,,
2023-02-01,SXM,,
2023-03-01,SXM,,
2019-12-01,SXM,,
2020-01-01,SXM,,
2020-02-01,SXM,,
2020-03-01,SXM,,
2020-04-01,SXM,,
2020-05-01,SXM,,
2020-06-01,SXM,,
2020-07-01,SXM,,
2020-08-01,SXM,,
2020-09-01,SXM,,
2020-10-01,SXM,,
2020-11-01,SXM,,
2020-12-01,SXM,,
2020-12-01,SVK,104,104
2021-01-01,SVK,1221,1325
2021-02-01,SVK,177,1502
2021-03-01,SVK,60,1562
2021-04-01,SVK,389,1951
2021-05-01,SVK,1151,3102
2021-06-01,SVK,2919,6021
2021-07-01,SVK,18359,24380
2021-08-01,SVK,76078,100458
2021-09-01,SVK,90158,190616
2021-10-01,SVK,193713,384329
2021-11-01,SVK,146714,531043
2021-12-01,SVK,138294,669337
2022-01-01,SVK,75645,744982
2022-02-01,SVK,22749,767731
2022-03-01,SVK,6384,774115
2022-04-01,SVK,1451,775566
2022-05-01,SVK,2489,778055
2022-06-01,SVK,9591,787646
2022-07-01,SVK,61965,849611
2022-08-01,SVK,191385,1040996
2022-09-01,SVK,269592,1310588
2022-10-01,SVK,128289,1438877
2022-11-01,SVK,504224,1943101
2022-12-01,SVK,379130,2322231
2023-01-01,SVK,193437,2514884
2023-02-01,SVK,24978,2539862
2023-03-01,SVK,609,2540471
2019-12-01,SVK,785,2541256
2020-01-01,SVK,5544,2546800
2020-02-01,SVK,19415,2566215
2020-03-01,SVK,18061,2584276
2020-04-01,SVK,36526,2617274
2020-05-01,SVK,23951,2641225
2020-06-01,SVK,7231,2648456
2020-07-01,SVK,6529,2654985
2020-08-01,SVK,5058,2660043
2020-09-01,SVK,3853,2663896
2020-10-01,SVK,2446,2666342
2020-10-01,SVN,,
2020-11-01,SVN,480,480
2020-12-01,SVN,864,1344
2021-01-01,SVN,125,1469
2021-02-01,SVN,65,1534
2021-03-01,SVN,443,1977
2021-04-01,SVN,479,2456
2021-05-01,SVN,2102,4558
2021-06-01,SVN,9915,14473
2021-07-01,SVN,42464,56937
2021-08-01,SVN,50868,107805
2021-09-01,SVN,43332,151137
2021-10-01,SVN,34779,185916
2021-11-01,SVN,21382,207298
2021-12-01,SVN,25733,233031
2022-01-01,SVN,19067,252098
2022-02-01,SVN,4968,257066
2022-03-01,SVN,1221,258287
2022-04-01,SVN,3517,261804
2022-05-01,SVN,23275,285079
2022-06-01,SVN,25091,310170
2022-07-01,SVN,95307,405477
2022-08-01,SVN,45226,450703
2022-09-01,SVN,96310,547013
2022-10-01,SVN,335351,882364
2022-11-01,SVN,60590,942954
2022-12-01,SVN,55293,998247
2023-01-01,SVN,24944,1023191
2023-02-01,SVN,8881,1032072
2023-03-01,SVN,2100,1034172
2019-12-01,SVN,0,1034172
2020-01-01,SVN,37401,1071573
2020-02-01,SVN,40908,1112481
2020-03-01,SVN,58455,1170936
2020-04-01,SVN,54724,1225660
2020-05-01,SVN,28724,1254384
2020-06-01,SVN,45681,1300065
2020-07-01,SVN,19477,1319542
2020-08-01,SVN,7974,1327516
2020-09-01,SVN,2259,1329775
2020-09-01,SLB,13,13
2020-10-01,SLB,4,17
2020-11-01,SLB,0,17
2020-12-01,SLB,0,17
2021-01-01,SLB,1,18
2021-02-01,SLB,1,19
2021-03-01,SLB,1,20
2021-04-01,SLB,0,20
2021-05-01,SLB,0,20
2021-06-01,SLB,0,20
2021-07-01,SLB,0,20
2021-08-01,SLB,0,20
2021-09-01,SLB,0,20
2021-10-01,SLB,0,20
2021-11-01,SLB,4,24
2021-12-01,SLB,1162,1183
2022-01-01,SLB,6967,8150
2022-02-01,SLB,3320,11470
2022-03-01,SLB,4207,15677
2022-04-01,SLB,2497,18174
2022-05-01,SLB,3370,21544
2022-06-01,SLB,0,21544
2022-07-01,SLB,0,21544
2022-08-01,SLB,0,21544
2022-09-01,SLB,0,21544
2022-10-01,SLB,3031,24575
2022-11-01,SLB,0,24575
2022-12-01,SLB,0,24575
2023-01-01,SLB,0,24575
2023-01-01,SOM,1,1
2023-02-01,SOM,59,60
2023-03-01,SOM,56,116
2019-12-01,SOM,48,164
2020-01-01,SOM,1257,1421
2020-02-01,SOM,1197,2618
2020-03-01,SOM,501,3119
2020-04-01,SOM,137,3256
2020-05-01,SOM,186,3442
2020-06-01,SOM,422,3864
2020-07-01,SOM,437,4301
2020-08-01,SOM,361,4662
2020-09-01,SOM,82,4744
2020-10-01,SOM,439,5183
2020-11-01,SOM,4902,10085
2020-12-01,SOM,2994,13079
2021-01-01,SOM,1553,14632
2021-02-01,SOM,220,14852
2021-03-01,SOM,271,15123
2021-04-01,SOM,1196,16319
2021-05-01,SOM,2685,19004
2021-06-01,SOM,2265,21269
2021-07-01,SOM,1568,22837
2021-08-01,SOM,332,23169
2021-09-01,SOM,1092,24261
2021-10-01,SOM,1999,26260
2021-11-01,SOM,150,26410
2021-12-01,SOM,61,26471
2022-01-01,SOM,50,26521
2022-02-01,SOM,154,26675
2022-03-01,SOM,225,26900
2022-04-01,SOM,120,27020
2022-05-01,SOM,177,27197
2022-06-01,SOM,26,27223
2022-07-01,SOM,31,27254
2022-08-01,SOM,46,27300
2022-09-01,SOM,10,27310
2022-10-01,SOM,14,27324
2022-11-01,SOM,0,27324
2022-11-01,ZAF,,
2022-12-01,ZAF,202,202
2023-01-01,ZAF,4018,4220
2023-02-01,ZAF,15905,20125
2023-03-01,ZAF,3490,23615
2019-12-01,ZAF,2322,25937
2020-01-01,ZAF,85859,111796
2020-02-01,ZAF,283152,394948
2020-03-01,ZAF,220753,615701
2020-04-01,ZAF,49487,665188
2020-05-01,ZAF,54526,719714
2020-06-01,ZAF,55788,775502
2020-07-01,ZAF,178756,954258
2020-08-01,ZAF,476390,1430648
2020-09-01,ZAF,76800,1507448
2020-10-01,ZAF,32561,1540009
2020-11-01,ZAF,38441,1578450
2020-12-01,ZAF,67105,1645555
2021-01-01,ZAF,328417,1973972
2021-02-01,ZAF,434553,2408525
2021-03-01,ZAF,313677,2722202
2021-04-01,ZAF,167096,2889298
2021-05-01,ZAF,31283,2920581
2021-06-01,ZAF,10868,2950035
2021-07-01,ZAF,403071,3353106
2021-08-01,ZAF,237293,3590399
2021-09-01,ZAF,74750,3665149
2021-10-01,ZAF,51918,3717067
2021-11-01,ZAF,59231,3776298
2021-12-01,ZAF,164747,3941045
2022-01-01,ZAF,52399,3993444
2022-02-01,ZAF,9537,4002981
2022-03-01,ZAF,7472,4010453
2022-04-01,ZAF,6007,4016460
2022-05-01,ZAF,10326,4026786
2022-06-01,ZAF,12558,4039344
2022-07-01,ZAF,9236,4048580
2022-08-01,ZAF,6223,4054803
2022-09-01,ZAF,6282,4061085
2022-10-01,ZAF,3804,4064889
2022-10-01,KOR,27,28
2022-11-01,KOR,8058,8086
2022-12-01,KOR,2394,10480
2023-01-01,KOR,570,11050
2023-02-01,KOR,1035,12085
2023-03-01,KOR,113,12198
2019-12-01,KOR,108,12306
2020-01-01,KOR,1366,13672
2020-02-01,KOR,1201,14873
2020-03-01,KOR,7910,22783
2020-04-01,KOR,2252,25035
2020-05-01,KOR,4982,30017
2020-06-01,KOR,17498,47515
2020-07-01,KOR,23726,71241
2020-08-01,KOR,14887,86128
2020-09-01,KOR,11629,97757
2020-10-01,KOR,15032,112789
2020-11-01,KOR,21889,134678
2020-12-01,KOR,15560,150238
2021-01-01,KOR,35495,185733
2021-02-01,KOR,47126,232859
2021-03-01,KOR,49079,281938
2021-04-01,KOR,57423,339361
2021-05-01,KOR,69738,409099
2021-06-01,KOR,142452,551551
2021-07-01,KOR,132015,683566
2021-08-01,KOR,1072240,1755806
2021-09-01,KOR,6901803,8657609
2021-10-01,KOR,8097446,16755055
2021-11-01,KOR,1159902,17914957
2021-12-01,KOR,348686,18263643
2022-01-01,KOR,814016,19077659
2022-02-01,KOR,2922378,22000037
2022-03-01,KOR,2316265,24316302
2022-04-01,KOR,759937,25076239
2022-05-01,KOR,1386080,26462319
2022-06-01,KOR,1600360,28062679
2022-07-01,KOR,1892687,29955366
2022-08-01,KOR,453290,30408656
2022-09-01,KOR,146446,30555102
2022-09-01,SSD,4,4
2022-10-01,SSD,477,481
2022-11-01,SSD,1349,1830
2022-12-01,SSD,341,2171
2023-01-01,SSD,323,2494
2023-02-01,SSD,105,2599
2023-03-01,SSD,43,2642
2019-12-01,SSD,18,2660
2020-01-01,SSD,187,2847
2020-02-01,SSD,169,3016
2020-03-01,SSD,218,3234
2020-04-01,SSD,528,3762
2020-05-01,SSD,3336,7098
2020-06-01,SSD,2821,9919
2020-07-01,SSD,559,10478
2020-08-01,SSD,199,10677
2020-09-01,SSD,109,10786
2020-10-01,SSD,131,10917
2020-11-01,SSD,397,11314
2020-12-01,SSD,517,11831
2021-01-01,SSD,468,12299
2021-02-01,SSD,385,12684
2021-03-01,SSD,1147,13831
2021-04-01,SSD,2716,16547
2021-05-01,SSD,393,16940
2021-06-01,SSD,204,17144
2021-07-01,SSD,266,17410
2021-08-01,SSD,165,17575
2021-09-01,SSD,122,17697
2021-10-01,SSD,36,17733
2021-11-01,SSD,90,17823
2021-12-01,SSD,0,17823
2022-01-01,SSD,0,17823
2022-02-01,SSD,525,18348
2022-03-01,SSD,20,18368
2022-04-01,SSD,0,18368
2022-05-01,SSD,0,18368
2022-06-01,SSD,0,18368
2022-06-01,ESP,2,2
2022-07-01,ESP,35134,35136
2022-08-01,ESP,165074,200210
2022-09-01,ESP,41430,231606
2022-10-01,ESP,15270,246504
2022-11-01,ESP,18332,264836
2022-12-01,ESP,94246,359082
2023-01-01,ESP,312386,671468
2023-02-01,ESP,302981,974449
2023-03-01,ESP,51832,1026281
2019-12-01,ESP,19851,1046132
2020-01-01,ESP,510598,1556730
2020-02-01,ESP,240506,1797236
2020-03-01,ESP,702324,2499560
2020-04-01,ESP,633562,3133122
2020-05-01,ESP,196549,3255324
2020-06-01,ESP,213293,3468617
2020-07-01,ESP,167836,3636453
2020-08-01,ESP,146010,3782463
2020-09-01,ESP,497966,4280429
2020-10-01,ESP,490024,4770453
2020-11-01,ESP,176148,4946601
2020-12-01,ESP,51131,4997732
2021-01-01,ESP,133280,5131012
2021-02-01,ESP,587078,5718007
2021-03-01,ESP,3257451,8975458
2021-04-01,ESP,1833764,10809222
2021-05-01,ESP,642454,11451676
2021-06-01,ESP,334360,11786036
2021-07-01,ESP,448770,12234806
2021-08-01,ESP,447014,12681820
2021-09-01,ESP,523043,13204863
2021-10-01,ESP,129748,13332976
2021-11-01,ESP,70526,13403502
2021-12-01,ESP,82884,13486386
2022-01-01,ESP,109118,13595504
2022-02-01,ESP,74533,13670037
2022-03-01,ESP,52640,13722677
2022-04-01,ESP,33279,13755956
2022-05-01,ESP,14473,13770429
2022-05-01,LKA,1,1
2022-06-01,LKA,17,18
2022-07-01,LKA,253,271
2022-08-01,LKA,710,981
2022-09-01,LKA,908,1889
2022-10-01,LKA,835,2724
2022-11-01,LKA,169,2893
2022-12-01,LKA,341,3234
2023-01-01,LKA,2304,5538
2023-02-01,LKA,11749,17287
2023-03-01,LKA,1115,18402
2019-12-01,LKA,878,19280
2020-01-01,LKA,16769,36049
2020-02-01,LKA,15545,51594
2020-03-01,LKA,27343,78937
2020-04-01,LKA,10560,89497
2020-05-01,LKA,10021,99518
2020-06-01,LKA,58815,158333
2020-07-01,LKA,77080,235413
2020-08-01,LKA,57195,292608
2020-09-01,LKA,89204,381812
2020-10-01,LKA,118960,500772
2020-11-01,LKA,34203,534975
2020-12-01,LKA,20229,555204
2021-01-01,LKA,27518,582722
2021-02-01,LKA,17481,600203
2021-03-01,LKA,34130,634333
2021-04-01,LKA,23390,657723
2021-05-01,LKA,5368,663091
2021-06-01,LKA,650,663741
2021-07-01,LKA,243,663984
2021-08-01,LKA,788,664772
2021-09-01,LKA,4055,668827
2021-10-01,LKA,1858,670685
2021-11-01,LKA,292,670977
2021-12-01,LKA,520,671497
2022-01-01,LKA,346,671843
2022-02-01,LKA,133,671976
2022-03-01,LKA,42,672018
2022-04-01,LKA,14,672032
2022-04-01,SDN,3,3
2022-05-01,SDN,372,375
2022-06-01,SDN,3771,4146
2022-07-01,SDN,5354,9500
2022-08-01,SDN,2079,11579
2022-09-01,SDN,1466,13045
2022-10-01,SDN,601,13646
2022-11-01,SDN,119,13765
2022-12-01,SDN,3099,16864
2023-01-01,SDN,8374,25238
2023-02-01,SDN,3756,28994
2023-03-01,SDN,386,29380
2019-12-01,SDN,108,29488
2020-01-01,SDN,929,30417
2020-02-01,SDN,990,31407
2020-03-01,SDN,2537,33944
2020-04-01,SDN,1568,35512
2020-05-01,SDN,1287,36799
2020-06-01,SDN,339,37138
2020-07-01,SDN,571,37709
2020-08-01,SDN,936,38632
2020-09-01,SDN,1801,40433
2020-10-01,SDN,2651,43084
2020-11-01,SDN,4188,47272
2020-12-01,SDN,10936,58208
2021-01-01,SDN,3423,61631
2021-02-01,SDN,356,61987
2021-03-01,SDN,130,62117
2021-04-01,SDN,238,62355
2021-05-01,SDN,349,62704
2021-06-01,SDN,370,63074
2021-07-01,SDN,154,63228
2021-08-01,SDN,57,63285
2021-09-01,SDN,196,63481
2021-10-01,SDN,174,63655
2021-11-01,SDN,31,63686
2021-12-01,SDN,56,63742
2022-01-01,SDN,67,63809
2022-01-01,SUR,1,1
2022-02-01,SUR,9,10
2022-03-01,SUR,0,10
2022-04-01,SUR,118,128
2022-05-01,SUR,652,780
2022-06-01,SUR,1709,2489
2022-07-01,SUR,2122,4611
2022-08-01,SUR,447,5058
2022-09-01,SUR,183,5241
2022-10-01,SUR,118,5359
2022-11-01,SUR,1705,7064
2022-12-01,SUR,1626,8690
2023-01-01,SUR,338,9028
2023-02-01,SUR,288,9316
2023-03-01,SUR,142,9458
2019-12-01,SUR,87,9545
2020-01-01,SUR,2283,11828
2020-02-01,SUR,6282,18110
2020-03-01,SUR,6066,24176
2020-04-01,SUR,2363,26539
2020-05-01,SUR,10207,36746
2020-06-01,SUR,9567,46313
2020-07-01,SUR,3700,50013
2020-08-01,SUR,1393,51406
2020-09-01,SUR,12037,63443
2020-10-01,SUR,13532,76975
2020-11-01,SUR,1953,78928
2020-12-01,SUR,348,79276
2021-01-01,SUR,964,80240
2021-02-01,SUR,526,80766
2021-03-01,SUR,153,80919
2021-04-01,SUR,69,80988
2021-05-01,SUR,90,81078
2021-06-01,SUR,53,81131
2021-07-01,SUR,97,81228
2021-08-01,SUR,353,81581
2021-09-01,SUR,439,82020
2021-10-01,SUR,207,82227
2021-11-01,SUR,240,82467
2021-11-01,SWE,1,1
2021-12-01,SWE,922,923
2022-01-01,SWE,12820,13743
2022-02-01,SWE,16360,30103
2022-03-01,SWE,20264,50367
