date,iso_code,monthly_vaccinations,monthly_total_vaccinations,monthly_fully_vaccinated
2021-05-01,AFG,2859,479574,113739
2021-03-01,AFG,4015,481800,148505
2022-01-01,AFG,6868,4517380,3868832
2022-04-01,AFG,383,5287027,4637327
2022-12-01,AFG,9447,10827184,10105500
2022-02-01,AFG,36587,11165700,10458947
2022-11-01,AFG,14800,11236798,10531675
2021-01-01,ALB,80075,1075332,965964
2021-02-01,ALB,57768,950620,805420
2021-03-01,ALB,71185,683052,538588
2021-04-01,ALB,212582,687768,541637
2021-05-01,ALB,126263,955083,816459
2021-06-01,ALB,146586,1087187,978333
2021-07-01,ALB,154462,1090591,981170
2021-08-01,ALB,158805,1092316,982658
2021-09-01,ALB,149635,962281,833070
2021-10-01,ALB,100735,1040015,913524
2021-11-01,ALB,58973,1067769,953489
2021-12-01,ALB,61300,1111494,1001189
2022-05-01,ALB,11284,1160648,1053236
2022-11-01,ALB,9006,1183130,1067328
2022-07-01,ALB,5146,1256409,1169470
2022-02-01,ALB,11345,1263745,1184292
2022-03-01,ALB,2541,1275907,1209791
2021-01-01,DZA,30,30,
2021-11-01,DZA,170756,6875003,5391232
2021-05-01,AND,2829,9781,4484
2021-12-01,AND,1973,,
2021-02-01,AIA,1421,2762,
2021-04-01,ATG,225,28639,
2021-05-01,ATG,3930,33024,12915
2021-07-01,ATG,3260,38146,30704
2021-09-01,ATG,260,36908,28429
2021-08-01,ATG,432,41061,34008
2022-01-01,ATG,305,63704,61327
2020-12-01,ARG,22907,43392,7
2021-01-01,ARG,2802186,37472337,27987879
2021-02-01,ARG,3348475,37551877,28156496
2021-03-01,ARG,4413934,37622287,28292659
2021-04-01,ARG,4860901,37654171,28356192
2021-05-01,ARG,5592600,37673311,28401639
2021-06-01,ARG,7622463,37740309,28555046
2021-07-01,ARG,9724783,37806700,28724711
2021-08-01,ARG,8969892,37833272,28779447
2021-09-01,ARG,7646032,37889251,28905735
2021-10-01,ARG,8722020,37943660,29040245
2021-11-01,ARG,6902480,37972590,29100604
2021-12-01,ARG,7644890,38820329,30775321
2022-01-01,ARG,6769431,41393853,34777970
2022-02-01,ARG,3519211,41394939,34778640
2022-03-01,ARG,3024506,41395104,34778764
2022-04-01,ARG,2824920,41395140,34778786
2022-05-01,ARG,4060743,41396165,34779462
2022-06-01,ARG,2866683,41397446,34780246
2022-07-01,ARG,2516985,41398862,34781192
2022-08-01,ARG,1647850,41398975,34781255
2022-09-01,ARG,1379802,41399112,34781295
2022-10-01,ARG,1552121,41399322,34781390
2022-11-01,ARG,1730928,41399349,34781404
2022-12-01,ARG,2682769,41420678,34794498
2023-01-01,ARG,701655,41473581,34849920
2023-02-01,ARG,375462,41473965,34850550
2023-03-01,ARG,139582,41473965,34850550
2023-04-01,ARG,123457,41458765,34829194
2023-05-01,ARG,107730,41458797,34829244
2023-06-01,ARG,128433,41459695,34830519
2023-07-01,ARG,43804,41460635,34831817
2023-08-01,ARG,33849,41461598,34833149
2023-09-01,ARG,115777,41462536,34834426
2023-10-01,ARG,116743,41463531,34835728
2023-11-01,ARG,94088,41463682,34835909
2023-12-01,ARG,84230,41463712,34835951
2021-04-01,ABW,33805,72858,66264
2021-05-01,ABW,27949,81564,75200
2021-06-01,ABW,6206,81641,75366
2021-07-01,ABW,6988,83844,78277
2021-08-01,ABW,6281,83876,78323
2021-11-01,ABW,4295,83640,78003
2021-12-01,ABW,6403,84694,78958
2021-01-01,ABW,1230,83641,78007
2021-02-01,ABW,1717,83688,78091
2021-03-01,ABW,2321,83754,78159
2021-09-01,ABW,4298,83902,78373
2021-10-01,ABW,4376,83936,78407
2022-05-01,ABW,649,89856,83643
2022-06-01,ABW,598,90100,83925
2022-07-01,ABW,543,90103,83931
2022-11-01,ABW,337,90080,83904
2022-12-01,ABW,375,90149,83989
2022-01-01,ABW,1684,90082,83911
2022-02-01,ABW,745,90092,83917
2022-03-01,ABW,1035,89984,83796
2022-04-01,ABW,731,89992,83800
2022-08-01,ABW,493,90106,83935
2022-09-01,ABW,359,90006,83941
2022-10-01,ABW,427,90010,83816
2023-04-01,ABW,2,90153,83994
2023-05-01,ABW,6,90155,83998
2023-06-01,ABW,15,90166,84002
2023-10-01,ABW,15,90249,84086
2023-11-01,ABW,6,90185,84017
2023-12-01,ABW,2,90186,84018
2023-01-01,ABW,84,90285,84125
2023-02-01,ABW,57,90287,84128
2023-03-01,ABW,24,90295,84129
2023-07-01,ABW,4,,84080
2021-02-01,AUS,1315022,20068712,18910601
2021-01-01,AUS,1476537,20047381,18858248
2021-03-01,AUS,1864948,20088965,18962130
2021-04-01,AUS,2147460,20099492,18990458
2021-05-01,AUS,2732387,20106757,19008755
2021-06-01,AUS,3315575,20124711,19055462
2021-07-01,AUS,4430634,20142711,19101361
2021-08-01,AUS,6278887,20161524,19149409
2021-09-01,AUS,6664111,20180465,19196983
2021-10-01,AUS,5655229,20196129,19238301
2021-11-01,AUS,3005145,20205275,19262415
2021-12-01,AUS,3550724,20444346,19755837
2022-03-01,AUS,1875852,22218298,21622010
2022-04-01,AUS,1294904,22222194,21622010
2022-05-01,AUS,1642287,22225434,21624590
2022-06-01,AUS,1128013,22228650,21647523
2022-07-01,AUS,2186029,22231734,21628804
2022-08-01,AUS,1045240,22105692,21630947
2022-09-01,AUS,560687,22111780,21633286
2022-10-01,AUS,854234,22117596,21635697
2022-11-01,AUS,842358,22124182,21564370
2022-12-01,AUS,704264,22128293,21567673
2022-01-01,AUS,5543277,22214445,21616911
2022-02-01,AUS,2346758,22217203,21619219
2021-10-01,AZE,834617,5114379,4609478
2021-11-01,AZE,732449,5117826,4613676
2021-12-01,AZE,668007,5169382,4676520
2021-03-01,AZE,417519,5091635,4583569
2021-02-01,AZE,416545,5087717,4578492
2021-04-01,AZE,617435,5095524,4588915
2021-05-01,AZE,773724,5098541,4593278
2021-06-01,AZE,899184,5098684,4593286
2021-07-01,AZE,1001824,5103256,4597903
2021-08-01,AZE,1256492,5107205,4601258
2021-09-01,AZE,882490,5110938,4605616
2021-01-01,AZE,445800,5083530,4573036
2022-01-01,AZE,423323,5366777,4857890
2022-02-01,AZE,329710,5367154,4858103
2022-03-01,AZE,251256,5367417,4858243
2022-04-01,AZE,73594,5367712,4858491
2022-05-01,AZE,92317,5367980,4858618
2022-06-01,AZE,59821,5368294,4858790
2022-07-01,AZE,72735,5368516,4858862
2022-08-01,AZE,105797,5369929,4859547
2022-09-01,AZE,80318,5330431,4832203
2022-10-01,AZE,77320,5330997,4832867
2022-11-01,AZE,98181,5369371,4859226
2022-12-01,AZE,108610,5369674,4859378
2021-03-01,BHS,110,100,
2021-07-01,BHS,2377,61803,46793
2021-12-01,BHS,6771,157041,147365
2020-12-01,BHR,19678,58643,
2021-01-01,BHR,78681,1188870,1160067
2021-02-01,BHR,88533,1189274,1160681
2021-03-01,BHR,335364,1189605,1161049
2021-04-01,BHR,355425,1189949,1161594
2021-05-01,BHR,389510,1190410,1162095
2021-06-01,BHR,327443,1190802,1162716
2021-07-01,BHR,198397,1191152,1163310
2021-08-01,BHR,171602,1191497,1163885
2021-09-01,BHR,158637,1191857,1164525
2021-10-01,BHR,187873,1192110,1164880
2021-11-01,BHR,198225,1192600,1165232
2021-12-01,BHR,269125,1203146,1177993
2022-01-01,BHR,73028,1240903,1226421
2022-02-01,BHR,7541,1240911,1226421
2022-03-01,BHR,11905,1240914,1226439
2022-04-01,BHR,9522,1240925,1226447
2022-05-01,BHR,9631,1240927,1226453
2022-06-01,BHR,14007,1240936,1226465
2022-07-01,BHR,8708,1240946,1226478
2022-08-01,BHR,9924,1240952,1226493
2022-09-01,BHR,10981,1240963,1226501
2022-10-01,BHR,7652,1240969,1226523
2022-11-01,BHR,7160,1241093,1226701
2022-12-01,BHR,5947,1240974,1226540
2021-01-01,BGD,3349903,61614159,36951959
2021-10-01,BGD,6990022,49114910,31967327
2021-02-01,BGD,4034392,62612672,37259176
2021-03-01,BGD,1490405,42816155,29895693
2021-04-01,BGD,1983995,43100706,30205411
2021-05-01,BGD,2273886,64284262,37824243
2021-08-01,BGD,13225274,65484710,39653764
2021-11-01,BGD,8272357,59839716,36595129
2021-12-01,BGD,1687104,36897472,18382350
2021-06-01,BGD,2074591,64958515,38133305
2021-09-01,BGD,18141428,65835395,40739751
2021-07-01,BGD,6062203,65176140,38492566
2022-01-01,BGD,15661805,140109254,124171912
2022-02-01,BGD,3913910,102503628,76750335
2022-07-01,BGD,2424073,130017083,120368605
2022-08-01,BGD,680336,125881775,87795353
2022-09-01,BGD,1903677,143323610,124336665
2022-10-01,BGD,605330,126034012,88604615
2022-03-01,BGD,28759751,148886132,125297977
2022-06-01,BGD,1613536,129851980,119719961
2022-04-01,BGD,3044792,149128228,125670627
2022-11-01,BGD,1082658,146831906,124751844
2022-05-01,BGD,404368,129846280,119684984
2023-02-01,BGD,7576407,151164422,136885430
2023-09-01,BGD,64623,150300275,
2023-01-01,BGD,1692012,150584398,130405812
2021-02-01,BRB,43018,153816,137485
2021-01-01,BRB,23712,153670,136988
2021-03-01,BRB,20035,153907,137922
2021-04-01,BRB,15429,153984,138096
2021-05-01,BRB,34082,154033,138267
2021-06-01,BRB,25592,154081,138416
2021-07-01,BRB,13347,154177,138719
2021-08-01,BRB,26273,154226,138857
2021-09-01,BRB,29040,154334,139285
2021-10-01,BRB,21935,154444,139726
2021-11-01,BRB,12773,154481,139823
2021-12-01,BRB,12675,155952,143677
2022-03-01,BRB,1576,163277,154423
2022-04-01,BRB,1426,163346,154436
2022-05-01,BRB,1032,163346,154444
2022-06-01,BRB,800,163346,154458
2022-07-01,BRB,2005,163365,154473
2022-08-01,BRB,913,163392,154476
2022-09-01,BRB,834,163612,154633
2022-10-01,BRB,553,163029,154139
2022-01-01,BRB,3346,162417,152857
2022-11-01,BRB,359,163033,154150
2022-12-01,BRB,471,163454,154508
2022-02-01,BRB,2047,162426,152878
2020-12-01,BEL,621,959,21
2021-01-01,BEL,898334,8886845,8747318
2021-02-01,BEL,975597,8889435,8750194
2021-03-01,BEL,1475826,8892224,8753736
2021-04-01,BEL,1863570,8894235,8757977
2021-05-01,BEL,2570937,8894391,8758149
2021-06-01,BEL,2983705,8895946,8760395
2021-07-01,BEL,3024990,8898138,8764481
2021-08-01,BEL,1462537,8901507,8771090
2021-09-01,BEL,1183195,8903777,8774851
2021-10-01,BEL,1273474,8906270,8778765
2021-11-01,BEL,1632582,8908388,8782257
2021-12-01,BEL,2386441,8942292,8832071
2022-01-01,BEL,1305242,9263903,9166550
2022-02-01,BEL,538296,9263910,9166558
2022-03-01,BEL,387674,9263923,9166594
2022-04-01,BEL,355729,9263923,9166594
2022-05-01,BEL,426806,9263933,9166615
2022-06-01,BEL,425978,9263951,9166633
2022-07-01,BEL,338592,9264079,9166812
2022-08-01,BEL,251820,9264100,9166835
2022-09-01,BEL,1890534,9264113,9166863
2022-10-01,BEL,1114707,9264136,9166890
2022-11-01,BEL,375700,9264136,9166890
2022-12-01,BEL,445189,9264661,9167372
2023-01-01,BEL,15915,9265383,9167788
2023-02-01,BEL,4249,9265690,9168080
2023-03-01,BEL,1843,9265442,9167842
2023-04-01,BEL,1202,9265446,9167848
2023-05-01,BEL,1225,9265446,9167848
2023-06-01,BEL,1967,9265459,9167855
2023-07-01,BEL,837,9265482,9167870
2023-08-01,BEL,454,9265500,9167888
2023-09-01,BEL,2293,9265520,9167903
2023-10-01,BEL,2014,9265544,9167922
2023-11-01,BEL,1498,9265547,9167928
2023-12-01,BEL,1865,9264963,9167533
2021-03-01,BLZ,8580,66596,11934
2021-04-01,BLZ,11577,136163,53233
2021-05-01,BLZ,17123,137873,54349
2021-10-01,BLZ,3513,143022,57498
2021-11-01,BLZ,4721,144321,58476
2021-12-01,BLZ,5777,145750,59379
2021-06-01,BLZ,10848,139413,55143
2021-07-01,BLZ,22736,173648,77669
2021-02-01,BLZ,5733,90878,33024
2021-08-01,BLZ,9651,150881,63048
2021-09-01,BLZ,19719,193769,127508
2021-03-01,BTN,401254,534468,474047
2021-01-01,BTN,40148,480498,
2021-02-01,BTN,18990,534468,473715
2021-04-01,BTN,12540,480422,
2021-05-01,BTN,2788,482716,
2021-06-01,BTN,1917,481107,
2021-07-01,BTN,379367,486242,460221
2021-08-01,BTN,1254,481491,
2021-09-01,BTN,1254,473393,
2021-10-01,BTN,782,474175,
2021-11-01,BTN,279,481768,
2021-12-01,BTN,1460,481880,
2021-03-01,BOL,364816,5125688,4212027
2021-04-01,BOL,636831,5131068,4220396
2021-05-01,BOL,863306,5132783,4221790
2021-06-01,BOL,759962,5148119,4241827
2021-07-01,BOL,1607694,5163781,4265666
2021-08-01,BOL,1347988,5178966,4291584
2021-09-01,BOL,763965,5193695,4316049
2021-10-01,BOL,1024798,5214522,4340270
2021-02-01,BOL,254539,5109546,4190241
2021-11-01,BOL,752019,5221782,4347985
2021-12-01,BOL,1020039,5635100,4593214
2021-01-01,BOL,271943,5093022,4170622
2022-01-01,BOL,1121521,7358213,6157434
2022-02-01,BOL,456681,7358259,6157479
2022-03-01,BOL,538379,7358544,6157804
2022-04-01,BOL,538900,7359208,6158463
2022-05-01,BOL,368908,7359748,6159144
2022-06-01,BOL,374989,7360288,6159825
2022-07-01,BOL,411437,7361008,6160585
2022-08-01,BOL,307113,7342713,6135096
2022-09-01,BOL,196351,7357453,6156409
2022-10-01,BOL,202104,7344165,6137104
2022-11-01,BOL,203117,7344254,6137232
2022-12-01,BOL,178186,7344772,6137957
2021-06-01,BIH,26978,302020,155471
2021-11-01,BIH,66884,537608,327698
2021-10-01,BWA,10435,173512,111164
2021-01-01,BRA,12054389,164159539,134636857
2021-02-01,BRA,12685021,164290464,135324508
2021-03-01,BRA,20045564,164457496,136438552
2021-04-01,BRA,25967812,164543599,136830588
2021-05-01,BRA,23261653,164589731,136905306
2021-06-01,BRA,32967868,164604790,137355248
2021-07-01,BRA,36126148,164711745,137905915
2021-08-01,BRA,44530863,164800426,138249795
2021-09-01,BRA,39265732,164914808,138924356
2021-10-01,BRA,38012112,161412780,139320682
2021-11-01,BRA,25957709,163926497,139389518
2021-12-01,BRA,19861440,166195505,143436012
2022-01-01,BRA,26700660,188065384,174150762
2022-02-01,BRA,17121180,187385670,172340793
2022-03-01,BRA,16104409,186578811,171762519
2022-04-01,BRA,11542860,188077016,174163073
2022-05-01,BRA,7401371,188083919,174169937
2022-10-01,BRA,5719069,188116781,174199933
2022-11-01,BRA,8554196,188118034,174201163
2022-12-01,BRA,8599242,188553932,174887915
2022-06-01,BRA,7945591,186618522,171809197
2022-07-01,BRA,4755567,186624508,171811546
2022-08-01,BRA,5721438,187376439,172308045
2022-09-01,BRA,6772961,187376439,172308074
2023-01-01,BRA,1171080,189047050,175510697
2023-04-01,BRA,27119,189394362,175895897
2023-07-01,BRA,46816,188815642,175274334
2023-08-01,BRA,29525,189097459,175627190
2023-09-01,BRA,38,188819368,175279413
2023-10-01,BRA,698,188819559,175279920
2023-11-01,BRA,10711,188820856,175284167
2023-12-01,BRA,1027,188821214,175284836
2023-03-01,BRA,350103,189393744,175893558
2023-05-01,BRA,852,189087256,175608808
2023-02-01,BRA,604241,189314041,175827680
2021-03-01,BRN,9330,404070,350223
2021-04-01,BRN,13323,404138,350451
2021-05-01,BRN,23201,404371,351709
2021-06-01,BRN,14683,404451,352186
2021-07-01,BRN,32764,404557,357604
2021-08-01,BRN,13894,404623,362306
2021-09-01,BRN,12034,404707,367276
2021-10-01,BRN,22776,404806,372040
2021-11-01,BRN,92718,404834,374087
2021-12-01,BRN,19565,405092,385414
2021-01-01,BRN,4223,403675,348775
2021-02-01,BRN,1224,403874,349417
2020-12-01,BGR,2889,4608,
2021-06-01,BGR,264568,1053837,1808240
2021-07-01,BGR,168257,1055433,1815336
2021-08-01,BGR,299145,1089066,1821897
2021-09-01,BGR,258432,1060139,1828842
2021-12-01,BGR,327953,1075464,1914910
2021-01-01,BGR,142909,1029158,1780797
2021-02-01,BGR,272829,1032438,1789588
2021-03-01,BGR,248413,1407830,1798188
2021-04-01,BGR,345323,1043316,1800792
2021-05-01,BGR,451430,1904143,1559169
2021-10-01,BGR,376100,1065354,1835785
2021-11-01,BGR,380516,1070631,1838105
2022-01-01,BGR,240240,,2073318
2022-02-01,BGR,72108,,2073375
2022-03-01,BGR,48500,,2073422
2022-04-01,BGR,59902,,2073479
2022-05-01,BGR,51479,,2073485
2022-06-01,BGR,51021,,2073487
2022-07-01,BGR,94155,,2073517
2022-08-01,BGR,47345,,2073573
2022-09-01,BGR,41718,,2073613
2022-10-01,BGR,53937,,2073663
2022-11-01,BGR,56365,,2074185
2022-12-01,BGR,45640,,2074810
2023-03-01,BGR,237,,2075573
2023-04-01,BGR,224,,2075576
2023-05-01,BGR,238,,2074923
2023-06-01,BGR,236,,2074968
2023-07-01,BGR,79,,2075635
2023-10-01,BGR,385,,2075710
2023-11-01,BGR,312,,2075711
2023-12-01,BGR,245,,2075132
2023-01-01,BGR,2016,,2075518
2023-02-01,BGR,812,,2075993
2023-08-01,BGR,91,,2075647
2023-09-01,BGR,91,,2075669
2021-10-01,BDI,202,1085,147
2021-11-01,BDI,202,1592,778
2021-12-01,BDI,56,1159,224
2021-10-01,KHM,3172682,14198740,13541484
2021-02-01,KHM,960622,14159169,13414877
2021-01-01,KHM,807653,14152523,13384463
2021-03-01,KHM,1166076,14165298,13437233
2021-04-01,KHM,1784104,14168343,13456218
2021-05-01,KHM,2310437,14170074,13465652
2021-06-01,KHM,2711381,14177262,13490299
2021-07-01,KHM,4031163,14183643,13505213
2021-08-01,KHM,4849012,14189643,13521649
2021-09-01,KHM,4581511,14194474,13533887
2021-11-01,KHM,1682290,14200162,13545214
2021-12-01,KHM,2051296,14262170,13659518
2022-01-01,KHM,1954686,14829078,14042459
2022-02-01,KHM,1648155,14830302,14046719
2022-03-01,KHM,786447,14831102,14049365
2022-04-01,KHM,698420,14892264,14151943
2022-05-01,KHM,153845,14836813,14067937
2022-06-01,KHM,121447,14839240,14075160
2022-07-01,KHM,181714,14841458,14082196
2022-08-01,KHM,143952,14843449,14088239
2022-09-01,KHM,98805,14844584,14091037
2022-10-01,KHM,131181,14845304,14093151
2022-11-01,KHM,205769,14847030,14098222
2022-12-01,KHM,250293,14848740,14102017
2021-12-01,CMR,10290,432625,175829
2020-12-01,CAN,96165,96168,2
2021-01-01,CAN,2433105,30502030,29076406
2021-02-01,CAN,2458068,30571013,29094679
2021-03-01,CAN,5589288,30641152,29111481
2021-04-01,CAN,6939750,30698347,29122031
2021-05-01,CAN,9086779,30761545,29130351
2021-06-01,CAN,10818587,30848451,29151325
2021-07-01,CAN,8417209,30905870,29165287
2021-08-01,CAN,4443462,30964457,29185218
2021-09-01,CAN,4057404,31022656,29195877
2021-10-01,CAN,3600606,31066250,29208711
2021-11-01,CAN,3076878,31107970,29219075
2021-12-01,CAN,7819240,31746146,29437317
2022-01-01,CAN,6354265,34358732,31694870
2022-02-01,CAN,2113273,34368028,31695940
2022-03-01,CAN,1336752,33908720,31647627
2022-04-01,CAN,2443646,33921241,31648640
2022-05-01,CAN,1677407,34387225,31698537
2022-06-01,CAN,1392945,34392865,31698654
2022-07-01,CAN,2184447,34403116,31701306
2022-08-01,CAN,1640454,34446142,31706510
2022-09-01,CAN,1805994,34456191,31706759
2022-10-01,CAN,2740219,33806606,31658635
2022-11-01,CAN,2025883,34310820,31690477
2022-12-01,CAN,1363689,34618256,31731097
2023-01-01,CAN,293538,34761719,31762055
2023-02-01,CAN,6859,34763194,31762130
2023-03-01,CAN,9048,34621327,31731706
2023-04-01,CAN,15334,34622111,31732411
2023-05-01,CAN,57733,34644882,31735645
2023-06-01,CAN,25510,34650778,31736707
2023-07-01,CAN,39012,34652769,31738450
2023-08-01,CAN,11746,34653425,31739075
2023-09-01,CAN,19459,34661178,31739905
2023-10-01,CAN,17340,34664255,31740689
2023-11-01,CAN,96277,34671536,31743907
2023-12-01,CAN,53730,34688779,31746628
2021-06-01,CPV,3001,,
2021-07-01,CPV,4461,110678,14280
2021-10-01,CYM,477,8912,5174
2021-02-01,CYM,2138,48493,45504
2021-03-01,CYM,2628,45195,38775
2021-01-01,CYM,1329,48464,45504
2021-08-01,CYM,1651,48764,45504
2021-09-01,CYM,2092,54796,50901
2021-04-01,CYM,901,34786,28988
2021-05-01,CYM,1185,42790,36554
2021-06-01,CYM,1233,47802,43371
2021-07-01,CYM,1175,49960,47747
2021-11-01,CYM,401,52831,50029
2021-12-01,CYM,129,50682,48512
2021-06-01,CAF,12887,42644,
2020-12-01,CHL,8228,8648,
2021-05-01,CHL,4060486,16911508,16233578
2021-06-01,CHL,3694415,16926732,16257584
2021-11-01,CHL,3414710,17023382,16328271
2021-01-01,CHL,1394007,16891062,16185989
2021-02-01,CHL,2701929,16900830,16209183
2021-03-01,CHL,5474616,16909810,16230942
2021-04-01,CHL,4004247,16911298,16233338
2021-07-01,CHL,2718659,16942444,16281176
2021-08-01,CHL,3876544,16942763,16281451
2021-09-01,CHL,4024452,16982566,16305287
2021-10-01,CHL,5024246,17019408,16325569
2021-12-01,CHL,3903298,17307888,16547811
2022-01-01,CHL,1848665,18080326,17692785
2022-02-01,CHL,1955431,18080548,17693019
2022-03-01,CHL,1764814,18080556,17693032
2022-04-01,CHL,2132202,18080558,17693032
2022-05-01,CHL,3281648,18080672,17693159
2022-06-01,CHL,1917669,18080813,17693285
2022-07-01,CHL,1613168,18080971,17693440
2022-08-01,CHL,1028005,18080973,17693442
2022-09-01,CHL,718134,18081138,17693644
2022-10-01,CHL,685979,18081150,17693652
2022-11-01,CHL,775764,18081151,17693652
2022-12-01,CHL,586662,18082953,17695792
2023-04-01,CHL,1901,18088044,17699641
2023-05-01,CHL,1956,18088044,17699641
2023-06-01,CHL,4244,18088215,17699807
2023-07-01,CHL,2490,18088417,17699996
2023-08-01,CHL,1367,18088517,17700117
2023-09-01,CHL,2355,18083843,17696580
2023-10-01,CHL,2701,18084091,17696748
2023-11-01,CHL,3100,18084321,17696899
2023-12-01,CHL,2952,18084562,17697052
2023-01-01,CHL,36749,18087649,17699296
2023-02-01,CHL,2091,18087826,17699473
2023-03-01,CHL,2041,18088020,17699630
2021-03-01,CHN,122552000,,1125000000
2021-01-01,CHN,92107000,,
2021-02-01,CHN,96709000,,
2021-04-01,CHN,178015000,,
2021-05-01,CHN,388622000,,1072454000
2021-06-01,CHN,445040000,1095000000,969720000
2021-07-01,CHN,338231000,,
2021-08-01,CHN,311438000,1072500000,889439000
2021-09-01,CHN,138379000,1100842000,1047872000
2021-10-01,CHN,128540000,622000000,1162488000
2021-11-01,CHN,214639000,1225000000,1110506000
2021-12-01,CHN,300597000,1259967000,1207413000
2022-01-01,CHN,100634000,1290560000,1256857000
2022-02-01,CHN,106251000,1269302000,1234540000
2022-03-01,CHN,100045000,1277709000,1242281000
2022-04-01,CHN,61594000,1303832000,1272227000
2022-05-01,CHN,42595000,1289584000,1255732000
2022-06-01,CHN,33416000,1294045000,1260501000
2022-07-01,CHN,37098000,1302773000,1270656000
2022-08-01,CHN,28678000,,
2022-09-01,CHN,26150000,1301392000,1271408000
2022-10-01,CHN,26612000,,
2022-11-01,CHN,28534000,1304631000,1272830000
2022-12-01,CHN,51155000,1307222000,1274018000
2023-01-01,CHN,814000,,
2023-02-01,CHN,458000,,
2023-03-01,CHN,661000,,
2023-04-01,CHN,747000,,
2023-05-01,CHN,747000,,
2023-06-01,CHN,1205000,,
2023-07-01,CHN,659000,,
2023-08-01,CHN,473000,,
2023-09-01,CHN,1217000,,
2023-10-01,CHN,754000,,
2023-11-01,CHN,660000,,
2023-12-01,CHN,1569000,1310096000,1276302000
2021-02-01,COL,1289183,18256040,12377173
2021-01-01,COL,1747105,17962012,25028663
2021-03-01,COL,3249134,24004709,21682604
2021-04-01,COL,2846944,24111434,21813816
2021-05-01,COL,2785914,19092805,12854659
2021-06-01,COL,4268768,11518988,25520817
2021-07-01,COL,2679593,27587609,25649090
2021-08-01,COL,4452355,27722308,22249865
2021-09-01,COL,2640134,27832514,18501504
2021-10-01,COL,3367831,30172182,26041149
2021-11-01,COL,7426320,28016960,26168206
2021-12-01,COL,3573185,38353097,28323837
2022-03-01,COL,600466,42031368,34927150
2022-04-01,COL,402726,42046235,35186684
2022-05-01,COL,583226,42059679,34988666
2022-06-01,COL,614529,42072984,35016472
2022-09-01,COL,383488,40788751,32503403
2022-10-01,COL,348102,40830740,32586898
2022-11-01,COL,650441,40877239,35129675
2022-12-01,COL,538589,40907085,32747871
2022-01-01,COL,3020333,40403140,31765969
2022-02-01,COL,2198090,41253498,33371543
2022-07-01,COL,310760,42087297,35044319
2022-08-01,COL,313091,42100204,35071761
2021-06-01,COG,1486,62231,
2021-09-01,CIV,492233,1147868,
2021-10-01,CIV,50623,1165391,
2021-03-01,CIV,131000,1067141,
2021-01-01,CIV,116904,1019898,
2021-02-01,CIV,71833,1023548,
2021-04-01,CIV,151215,1098505,
2021-11-01,CIV,44456,1181287,
2021-05-01,CIV,304594,1117143,
2021-06-01,CIV,275411,1921801,569019
2021-07-01,CIV,207144,1138231,
2021-08-01,CIV,173436,1143268,
2021-12-01,CIV,36543,686626,
2022-01-01,CIV,107268,,
2022-04-01,CIV,23172,,
2022-05-01,CIV,23479,,
2022-06-01,CIV,23867,,
2022-07-01,CIV,25136,,
2022-08-01,CIV,20396,,
2021-08-01,HRV,193347,2217755,1611262
2021-09-01,HRV,160574,1822966,1522586
2021-01-01,HRV,97849,2193458,1798141
2021-04-01,HRV,402486,1930471,1811801
2021-02-01,HRV,125236,2198680,1802284
2021-07-01,HRV,311748,2214222,1516479
2021-10-01,HRV,194485,1990925,1837846
2021-11-01,HRV,409912,2226748,1931878
2021-12-01,HRV,386402,2259393,1953540
2021-03-01,HRV,80726,1922763,1806387
2021-05-01,HRV,504905,2207786,1816377
2021-06-01,HRV,342181,2210635,1820138
2022-01-01,HRV,209781,2320302,2250187
2022-02-01,HRV,49850,2320323,2250209
2022-03-01,HRV,36806,2320332,2250211
2022-04-01,HRV,39710,2319627,2249614
2022-05-01,HRV,37851,2319644,2249624
2022-06-01,HRV,9644,2319645,2249625
2022-07-01,HRV,33051,2319697,2249644
2022-08-01,HRV,30573,2319706,2249657
2022-09-01,HRV,41808,2319706,2249694
2022-10-01,HRV,34738,2319796,2249729
2022-11-01,HRV,39219,2320269,2250158
2022-12-01,HRV,37168,2320661,2250547
2023-01-01,HRV,2079,2321026,2250952
2023-02-01,HRV,455,2321174,2251113
2023-03-01,HRV,177,2320685,2250581
2023-04-01,HRV,490,2321052,2250986
2023-05-01,HRV,353,2320716,2250608
2023-06-01,HRV,60,2321062,2250998
2023-07-01,HRV,87,2321077,2251013
2023-08-01,HRV,107,2321094,2251030
2023-09-01,HRV,302,2321100,2251038
2023-10-01,HRV,294,2320754,2250654
2023-11-01,HRV,460,2320791,2250687
2023-12-01,HRV,454,2321116,2250706
2021-01-01,CUB,1104825,10181265,9255012
2021-02-01,CUB,761010,10188084,9270769
2021-03-01,CUB,630575,10190888,9280509
2021-04-01,CUB,634486,10192588,9286956
2021-05-01,CUB,645413,10192861,9287955
2021-06-01,CUB,3127019,10198006,9305674
2021-07-01,CUB,2407251,10202801,9318613
2021-08-01,CUB,3836629,10207648,9331520
2021-09-01,CUB,5749673,10212248,9343711
2021-10-01,CUB,3469479,10217205,9357454
2021-11-01,CUB,1920121,10218705,9361872
2021-12-01,CUB,2397400,10448955,9672464
2022-01-01,CUB,2401098,10711178,9998618
2022-02-01,CUB,456057,10715609,10001828
2022-03-01,CUB,434364,10715665,10001870
2022-04-01,CUB,491011,10715675,10001877
2022-05-01,CUB,1077016,10716095,10002060
2022-06-01,CUB,1200807,10716205,10002111
2022-07-01,CUB,665027,10716285,10002178
